TransactionDate,Amount,Transaction_Type
2024-01-21 22:43:58,201.2,credit
2023-10-03 16:44:25,190.16,debit
2023-10-18 10:57:57,478.78,debit
2023-04-21 07:39:26,279.03,credit
2023-07-22 09:17:19,142.43,credit
2023-04-03 16:53:45,475.12,credit
2023-05-30 20:20:14,257.49,debit
2023-09-05 11:06:55,42.38,debit
2023-05-11 01:09:30,147.62,debit
2023-06-25 03:56:51,363.36,credit
2023-05-20 00:29:52,338.98,credit
2023-11-26 12:37:26,69.41,credit
2023-07-14 12:13:14,447.67,credit
2023-07-29 03:40:05,15.59,credit
2023-07-10 13:59:20,438.72,debit
2024-03-14 17:42:35,442.42,credit
2023-08-09 11:02:51,90.53,debit
2023-06-09 15:50:31,324.06,credit
2023-09-22 12:21:14,35.0,credit
2023-12-17 12:19:45,328.54,credit
2023-12-10 16:54:26,190.99,credit
2023-05-12 04:12:48,173.84,credit
2024-03-22 21:02:08,10.22,credit
2023-05-24 02:04:11,168.92,credit
2024-01-13 17:47:29,107.51,debit
2023-11-16 20:00:18,264.44,debit
2023-10-31 11:26:00,492.31,credit
2023-10-12 20:12:20,271.76,credit
2023-08-08 07:27:20,442.05,debit
2023-07-29 03:50:18,318.2,credit
2023-05-19 13:43:26,191.99,credit
2023-09-23 16:43:21,325.57,credit
2023-12-21 06:50:11,71.91,debit
2024-01-02 15:32:06,114.6,debit
2023-08-20 09:14:05,430.72,debit
2024-02-05 21:29:37,367.29,debit
2023-09-03 10:38:16,84.23,credit
2023-04-18 22:33:51,222.83,credit
2023-08-11 03:41:36,133.56,credit
2024-03-03 23:35:36,416.82,credit
2024-01-12 18:22:55,345.4,debit
2024-03-25 13:03:15,319.54,credit
2023-05-04 08:53:19,206.48,debit
2023-11-25 19:33:06,392.62,credit
2024-03-16 06:06:47,445.49,credit
2023-11-02 19:44:00,321.46,credit
2023-08-16 22:23:21,236.0,credit
2023-05-10 04:00:31,487.75,credit
2023-04-12 10:16:21,202.65,debit
2023-09-17 02:24:37,352.73,debit
2024-02-22 20:55:43,255.19,debit
2023-07-16 17:16:48,494.17,credit
2023-11-23 04:44:29,297.65,credit
2024-01-05 23:25:29,56.3,debit
2023-10-28 08:49:49,146.34,credit
2023-08-13 16:04:54,332.03,debit
2023-06-13 23:21:34,148.93,debit
2024-02-07 11:45:49,115.51,debit
2023-04-27 09:08:06,473.87,credit
2024-02-28 10:06:54,241.57,credit
2024-02-18 02:13:29,82.21,credit
2024-02-28 19:35:40,196.5,debit
2023-11-08 05:06:04,73.62,credit
2024-02-24 02:43:48,370.33,debit
2023-05-28 09:56:40,497.05,credit
2023-08-05 12:40:09,165.44,debit
2024-03-07 11:50:19,402.83,credit
2023-11-18 15:35:25,72.5,credit
2023-07-26 13:33:43,400.0,credit
2024-01-20 14:07:24,218.46,debit
2023-07-05 18:58:48,103.8,debit
2024-02-11 20:00:10,144.9,credit
2023-11-22 22:58:35,133.63,debit
2023-05-04 09:11:52,54.6,credit
2023-06-08 07:38:00,26.6,debit
2024-03-16 20:57:08,149.21,credit
2023-09-08 09:41:45,378.45,debit
2024-02-04 22:13:39,94.43,debit
2024-03-11 01:05:16,457.22,credit
2023-08-13 21:38:51,394.65,debit
2024-02-26 23:24:46,470.12,credit
2023-05-08 03:11:15,188.1,debit
2023-04-24 21:33:57,111.06,debit
2023-11-13 14:35:53,47.6,debit
2024-02-05 23:07:10,302.25,debit
2023-11-10 02:56:41,168.35,debit
2023-05-01 06:47:14,94.82,debit
2023-08-08 18:02:28,481.75,debit
2023-12-30 23:45:33,268.64,debit
2023-08-10 19:37:29,233.48,credit
2024-02-01 22:01:27,129.33,debit
2024-03-01 14:10:29,460.15,credit
2024-01-19 17:26:08,422.94,debit
2023-05-29 22:46:14,363.4,credit
2023-12-13 15:04:14,94.64,credit
2023-12-25 21:54:01,245.19,credit
2024-01-30 01:48:09,23.73,debit
2023-06-07 09:28:49,360.75,debit
2023-08-03 00:58:37,389.75,debit
2023-04-10 23:59:34,334.47,debit
2023-12-25 02:06:57,178.4,debit
2023-08-17 09:24:45,373.9,debit
2024-01-20 15:54:38,312.29,debit
2023-07-13 16:27:25,21.7,debit
2024-01-17 04:46:24,253.04,credit
2023-08-02 12:01:24,233.87,debit
2023-05-26 07:44:45,68.16,debit
2023-08-07 23:58:29,77.84,debit
2023-08-28 14:35:20,319.23,debit
2023-08-23 19:51:35,354.95,credit
2024-03-20 22:42:54,206.13,debit
2023-11-23 03:20:35,266.25,debit
2023-05-06 07:03:06,184.84,debit
2024-01-26 18:19:43,76.51,debit
2024-01-16 14:28:44,91.88,debit
2023-12-14 05:56:01,195.91,debit
2023-08-15 06:01:52,44.45,debit
2023-06-22 04:07:38,354.79,credit
2023-04-18 22:52:55,131.67,debit
2023-08-17 13:45:38,88.62,debit
2024-01-03 12:04:25,370.39,credit
2024-02-19 05:17:55,268.47,debit
2023-06-16 16:37:06,457.36,credit
2023-07-03 14:31:26,422.11,credit
2024-02-11 09:10:26,345.74,debit
2023-04-20 04:48:18,107.98,debit
2024-01-08 11:21:51,386.96,debit
2024-01-06 07:47:00,56.04,credit
2023-04-20 22:39:50,122.95,credit
2024-01-15 04:05:19,391.52,credit
2024-01-28 13:37:04,401.92,credit
2023-07-17 00:13:39,269.88,debit
2023-12-06 20:41:34,342.06,credit
2023-11-12 11:57:42,84.77,debit
2023-10-14 17:11:48,274.13,debit
2023-04-23 19:59:26,81.97,debit
2023-12-11 07:06:13,231.18,credit
2023-04-06 01:52:29,50.13,debit
2023-04-29 21:27:55,328.09,credit
2023-04-16 20:13:33,379.2,debit
2023-10-15 18:26:12,417.78,credit
2023-08-27 01:28:24,39.03,debit
2024-03-26 16:17:36,207.61,debit
2023-07-19 07:58:06,450.15,credit
2023-09-01 14:43:18,109.02,debit
2023-06-21 09:23:25,340.66,debit
2024-01-15 04:31:02,268.69,credit
2024-02-03 04:24:44,478.92,debit
2023-11-23 03:08:47,375.98,debit
2024-01-23 11:55:44,374.26,credit
2023-05-24 07:45:52,386.9,credit
2024-01-07 11:33:17,386.18,debit
2023-09-12 05:50:36,331.33,credit
2023-08-03 08:49:54,15.03,credit
2023-06-23 02:41:45,145.58,debit
2024-02-01 23:52:42,452.24,debit
2023-12-24 20:31:01,490.71,debit
2023-07-28 19:39:34,211.69,debit
2024-02-11 10:56:43,275.21,debit
2023-10-10 12:35:04,354.62,credit
2024-01-05 20:49:13,385.26,credit
2023-10-30 14:02:29,454.17,credit
2023-12-25 00:31:03,372.52,credit
2023-05-21 04:53:38,319.75,credit
2024-02-08 06:42:11,90.03,debit
2024-01-02 08:13:30,219.19,credit
2023-08-22 14:07:06,230.25,debit
2023-06-11 04:48:22,147.78,debit
2023-07-10 10:27:33,465.79,credit
2023-06-12 11:52:43,102.78,credit
2023-10-08 02:47:50,378.05,credit
2023-05-19 22:09:35,108.13,debit
2024-02-15 14:13:03,485.38,debit
2023-11-25 06:14:02,16.93,credit
2023-11-23 18:54:26,347.85,debit
2024-02-14 19:12:03,255.78,debit
2024-02-11 01:39:24,399.49,credit
2024-01-14 00:17:16,357.11,credit
2023-11-05 05:34:42,382.19,debit
2023-10-31 09:49:55,364.67,debit
2023-12-09 05:36:42,114.93,debit
2023-06-27 18:11:26,227.66,credit
2023-12-02 06:53:04,114.81,credit
2023-09-18 19:27:05,477.33,credit
2024-01-23 09:26:36,111.1,credit
2023-09-02 17:11:32,380.63,credit
2023-06-02 06:13:09,347.69,credit
2024-03-23 22:34:22,350.61,credit
2023-05-20 09:25:35,273.79,credit
2024-03-17 03:51:27,170.85,credit
2023-12-21 03:39:12,487.12,credit
2023-09-27 13:16:53,476.13,debit
2023-12-08 04:39:39,229.91,credit
2024-02-22 05:52:03,284.14,credit
2023-06-10 17:54:29,233.25,debit
2023-07-22 20:07:43,375.59,credit
2024-01-13 13:38:02,66.35,credit
2024-01-07 13:49:44,454.98,credit
2024-03-14 16:13:20,401.47,credit
2024-03-23 08:44:20,295.0,credit
2024-01-29 16:56:51,316.06,debit
2023-09-12 06:44:20,407.14,debit
2023-06-15 19:19:32,386.22,debit
2023-06-24 01:36:40,100.01,credit
2023-10-13 16:00:55,250.82,credit
2023-09-10 15:34:20,136.7,credit
2024-02-15 23:54:43,485.16,debit
2023-06-16 17:38:58,335.06,debit
2023-04-28 16:17:41,436.59,debit
2023-08-05 03:23:27,319.22,debit
2023-06-18 04:28:43,288.48,debit
2024-01-23 00:19:41,53.7,debit
2024-03-19 18:36:49,81.45,credit
2023-12-12 00:17:37,417.67,credit
2023-04-14 19:14:40,437.64,debit
2023-04-05 23:38:45,112.51,credit
2024-01-29 05:47:58,318.55,credit
2023-07-07 06:10:58,436.99,debit
2024-01-06 23:35:33,40.96,credit
2023-12-10 19:21:31,85.59,debit
2023-04-16 22:12:28,35.98,credit
2023-12-10 18:31:30,88.37,debit
2023-10-26 23:28:37,414.66,credit
2023-09-19 03:35:00,114.61,credit
2023-12-04 06:25:05,21.75,debit
2023-09-27 16:12:05,363.79,credit
2023-10-26 06:47:08,359.5,credit
2023-05-30 07:52:14,157.17,debit
2023-05-21 18:09:42,499.21,debit
2024-03-03 02:20:21,138.36,credit
2024-03-14 10:37:56,215.01,credit
2024-02-12 09:07:13,433.13,credit
2023-04-23 22:24:12,396.02,credit
2024-03-03 13:50:58,447.26,credit
2024-01-20 08:11:27,169.96,debit
2023-10-03 14:48:42,273.2,debit
2024-01-07 14:21:20,147.78,debit
2023-08-05 09:22:21,471.18,debit
2023-09-26 09:38:02,450.15,credit
2024-01-11 09:23:03,21.38,credit
2023-04-13 23:02:08,475.74,credit
2024-02-06 15:57:18,170.03,credit
2024-02-04 00:36:46,398.93,debit
2024-03-08 22:46:07,123.5,credit
2023-05-17 20:24:25,385.0,credit
2024-02-16 21:02:49,323.8,debit
2024-03-20 04:12:09,56.02,debit
2023-11-02 03:35:20,491.9,credit
2023-11-07 07:41:22,255.15,debit
2023-07-30 13:56:50,364.22,credit
2024-02-01 11:31:13,128.55,debit
2024-02-25 18:07:45,263.83,debit
2023-10-13 21:54:17,467.31,debit
2024-03-11 10:41:11,49.62,credit
2023-09-30 12:40:31,373.69,debit
2024-01-03 21:31:23,131.57,debit
2024-01-23 22:31:10,270.0,credit
2023-10-14 12:58:14,380.18,debit
2024-01-20 11:55:03,269.09,credit
2023-10-05 02:17:33,172.13,debit
2023-07-04 19:48:24,404.54,credit
2023-08-31 07:37:02,432.75,credit
2023-09-20 17:27:30,473.14,debit
2023-08-04 17:51:08,410.08,debit
2024-01-29 02:32:52,168.97,credit
2023-08-14 23:39:35,130.92,credit
2023-06-14 15:27:44,11.1,debit
2023-11-05 06:50:12,197.3,debit
2023-06-10 08:40:46,448.71,debit
2023-12-11 08:47:57,30.14,credit
2023-11-21 04:45:19,142.15,credit
2023-05-03 11:36:18,403.17,credit
2023-06-08 17:13:05,42.07,debit
2023-11-11 22:08:29,464.2,debit
2023-09-27 20:34:10,46.69,credit
2023-08-15 21:00:23,12.76,credit
2023-11-21 23:02:08,290.17,debit
2023-07-27 07:05:48,491.93,credit
2023-07-24 14:21:07,231.17,debit
2023-12-02 20:18:20,364.45,credit
2024-03-18 16:45:33,433.83,debit
2023-12-09 18:45:37,89.17,debit
2023-12-07 08:36:03,177.67,credit
2023-05-04 05:04:20,27.38,debit
2024-03-10 20:22:07,236.91,credit
2023-06-12 06:04:04,40.67,debit
2023-12-04 11:26:54,210.2,debit
2023-08-08 22:10:32,256.35,debit
2023-10-03 22:29:24,465.66,credit
2023-05-29 05:57:57,426.4,debit
2023-07-25 15:03:45,105.91,debit
2023-09-20 00:06:23,108.31,debit
2023-04-06 19:54:41,171.46,credit
2023-12-20 18:31:25,11.98,debit
2023-04-14 04:56:04,184.8,debit
2023-07-07 01:02:58,144.84,credit
2024-03-09 19:08:13,494.08,debit
2023-04-10 23:41:49,60.18,debit
2024-03-13 03:17:44,479.73,credit
2023-06-08 10:23:32,257.2,debit
2023-04-01 09:35:50,209.28,credit
2024-03-11 23:00:40,31.53,debit
2024-02-25 07:23:46,273.05,credit
2023-09-13 01:46:24,95.61,credit
2024-03-16 01:03:35,307.39,debit
2023-11-27 07:48:34,40.7,credit
2023-08-20 03:36:46,110.65,credit
2023-10-30 21:01:48,325.93,credit
2023-11-20 03:29:54,262.94,debit
2023-04-28 10:08:04,328.04,credit
2023-06-28 22:11:35,417.77,credit
2023-05-07 16:06:40,279.98,debit
2023-09-13 23:48:27,358.07,debit
2024-03-23 15:17:21,269.21,debit
2023-08-27 01:02:51,432.93,debit
2023-06-24 19:51:36,416.41,debit
2024-03-22 23:47:46,171.25,credit
2023-06-05 08:21:00,384.6,debit
2023-11-08 16:56:48,394.76,debit
2023-05-04 19:55:01,342.0,debit
2023-04-17 17:50:55,471.76,credit
2023-04-13 19:13:51,247.77,credit
2024-02-17 23:13:50,88.74,credit
2023-12-02 10:42:20,477.7,credit
2023-07-21 18:12:58,121.39,debit
2023-11-27 15:05:20,308.67,credit
2023-10-06 09:24:20,98.47,credit
2023-05-21 07:55:35,320.03,credit
2023-08-01 19:17:03,494.82,credit
2023-12-08 00:43:59,162.82,debit
2023-06-10 22:49:32,84.31,credit
2024-03-10 12:23:21,265.27,debit
2023-12-03 16:48:07,251.72,credit
2023-04-08 22:08:29,42.24,debit
2023-04-02 16:00:21,329.77,credit
2023-04-05 14:28:23,288.37,credit
2023-10-20 17:51:03,241.12,credit
2023-06-30 22:33:20,304.05,credit
2024-03-28 17:49:47,226.81,credit
2023-06-28 23:26:51,416.67,credit
2023-10-01 22:53:40,68.25,credit
2023-10-10 03:43:11,302.45,credit
2023-07-02 21:57:19,194.41,debit
2023-10-09 15:25:00,396.28,credit
2024-03-23 07:01:09,182.69,credit
2023-08-07 03:03:33,183.01,credit
2023-10-01 23:04:26,263.3,credit
2023-12-18 21:42:55,427.5,credit
2023-05-21 11:36:56,376.4,credit
2023-05-06 03:25:55,239.56,credit
2024-02-17 21:00:38,26.13,debit
2023-06-26 12:02:30,285.36,credit
2023-08-31 20:56:53,93.59,debit
2023-06-14 02:22:37,93.64,debit
2023-10-07 11:18:47,205.79,debit
2023-07-12 05:30:34,312.4,debit
2024-01-24 20:15:48,108.99,debit
2023-06-22 21:38:26,251.74,debit
2023-06-07 00:04:59,352.89,debit
2024-01-15 03:16:34,52.2,debit
2023-08-29 11:39:50,48.43,credit
2024-02-15 21:03:10,224.36,debit
2024-03-22 16:03:28,112.95,credit
2023-11-02 22:26:18,284.61,credit
2024-03-05 03:20:56,36.62,debit
2023-11-03 21:30:02,266.52,debit
2023-07-31 03:59:51,321.47,debit
2023-05-12 00:49:48,82.3,debit
2023-07-24 04:43:14,235.96,debit
2024-03-04 18:40:13,164.51,debit
2023-08-28 10:55:33,165.7,credit
2023-05-16 07:03:29,258.33,credit
2023-10-13 21:32:27,333.49,credit
2024-01-16 00:20:20,150.63,debit
2023-07-05 21:06:55,470.28,debit
2023-10-22 00:03:32,452.5,credit
2023-09-13 12:47:15,413.17,credit
2023-09-08 09:02:50,128.58,credit
2024-01-16 04:14:18,418.99,credit
2023-06-04 12:17:11,309.16,credit
2023-07-29 01:50:13,176.76,credit
2023-09-10 02:41:28,255.93,debit
2023-06-06 08:27:49,302.71,debit
2023-05-06 19:34:50,386.91,debit
2024-02-26 02:52:32,100.65,credit
2024-02-01 01:04:15,123.03,credit
2023-04-07 07:38:12,288.27,debit
2023-06-12 13:10:00,146.99,debit
2023-05-04 09:37:08,384.2,debit
2023-05-30 21:42:11,225.44,debit
2023-03-30 14:49:47,208.98,debit
2023-12-09 03:54:56,470.76,debit
2023-06-23 01:28:33,375.02,credit
2023-10-11 09:35:27,493.88,credit
2023-10-10 15:20:18,338.36,credit
2023-09-15 23:52:12,456.29,debit
2024-02-15 11:45:39,212.3,credit
2023-06-23 09:42:47,197.52,debit
2023-11-23 11:16:29,244.56,debit
2024-03-25 22:56:38,299.5,debit
2023-04-11 19:54:44,267.93,credit
2023-12-31 00:36:56,199.96,credit
2023-10-17 16:43:31,60.32,debit
2023-12-03 21:23:26,176.31,debit
2023-08-22 04:53:36,360.91,debit
2023-06-04 14:30:35,124.73,credit
2023-04-23 22:12:40,377.5,credit
2024-02-18 05:20:44,456.8,debit
2024-03-15 18:33:44,181.28,debit
2023-08-02 21:41:51,109.14,debit
2023-04-06 10:57:49,138.79,debit
2023-08-20 07:23:36,168.76,credit
2023-04-23 12:34:21,120.13,credit
2023-12-18 12:43:16,65.53,debit
2023-07-29 21:09:47,217.82,credit
2024-02-15 16:25:37,234.27,credit
2023-11-30 11:13:24,322.07,debit
2023-08-17 10:33:34,354.66,credit
2023-04-17 08:26:30,228.68,credit
2023-03-31 18:18:01,465.9,debit
2023-10-17 14:19:00,459.6,credit
2024-02-16 07:29:39,261.25,credit
2023-11-07 10:30:31,357.13,credit
2023-06-12 06:08:09,217.47,credit
2023-08-20 02:27:26,363.01,credit
2024-03-11 00:30:29,240.75,credit
2023-05-07 04:36:15,357.39,debit
2023-09-23 03:36:15,58.95,debit
2023-08-28 20:24:41,150.21,debit
2023-07-07 09:18:09,396.96,credit
2023-08-06 11:39:43,200.2,debit
2024-03-17 07:51:41,167.9,credit
2023-11-08 06:35:26,83.46,debit
2023-11-06 07:08:19,414.17,credit
2023-05-20 00:56:06,312.35,debit
2023-09-23 02:47:34,231.38,debit
2023-05-30 15:57:59,200.42,debit
2023-07-11 05:25:58,180.09,debit
2023-09-06 09:09:59,77.41,debit
2023-04-23 06:11:35,397.48,debit
2024-02-26 22:27:42,439.19,debit
2023-12-26 08:44:18,295.97,debit
2024-01-30 13:32:20,294.57,credit
2023-05-18 05:33:35,497.9,debit
2023-06-10 18:01:18,273.99,credit
2023-08-03 13:35:25,470.54,debit
2023-09-29 03:16:14,259.48,debit
2023-10-02 05:17:50,221.17,credit
2023-12-25 14:56:01,224.45,debit
2023-12-22 02:42:56,19.14,debit
2023-05-25 21:19:00,193.55,credit
2023-05-25 10:00:00,161.05,debit
2023-12-11 19:16:43,425.09,debit
2023-04-14 13:50:25,291.34,credit
2023-05-18 00:46:33,66.97,credit
2023-10-22 12:08:34,343.01,debit
2023-09-05 13:38:09,490.12,credit
2023-10-12 23:21:29,336.87,debit
2023-11-12 14:06:24,120.81,credit
2024-03-11 22:13:41,133.89,credit
2024-02-02 04:09:53,34.38,debit
2023-12-01 19:35:54,111.32,credit
2023-05-30 16:08:41,480.58,debit
2023-10-23 05:38:21,306.91,credit
2023-04-17 22:07:00,48.7,credit
2023-11-26 11:42:32,103.06,credit
2023-10-01 14:36:14,376.43,debit
2023-12-26 06:26:31,463.77,credit
2023-06-08 16:12:20,135.08,debit
2023-09-03 14:50:37,367.25,debit
2024-03-11 04:57:20,274.18,debit
2023-08-11 01:30:31,354.69,credit
2023-10-19 13:43:41,485.8,debit
2024-02-12 04:07:53,447.29,credit
2023-10-18 19:20:24,361.32,credit
2023-08-06 03:47:50,42.8,credit
2023-06-17 11:22:39,140.93,debit
2024-01-01 06:23:08,120.3,credit
2023-05-23 23:08:27,98.49,debit
2024-02-11 09:09:33,136.92,debit
2023-09-26 07:06:56,52.16,debit
2023-09-22 09:34:28,122.66,debit
2024-02-02 02:10:10,222.61,credit
2023-12-03 05:26:44,373.54,debit
2023-11-05 04:58:28,380.81,debit
2023-08-27 02:53:13,172.75,debit
2023-05-11 05:32:12,327.82,credit
2024-01-23 09:04:17,356.09,debit
2024-01-25 10:44:40,137.09,debit
2023-05-21 17:34:04,116.56,credit
2023-12-05 19:00:46,383.02,debit
2023-08-06 07:55:48,330.79,debit
2023-10-17 01:03:17,208.55,credit
2024-02-26 17:26:37,397.25,credit
2023-12-19 11:35:28,28.9,debit
2024-02-12 06:45:04,291.8,debit
2024-03-21 11:34:51,365.41,credit
2024-02-22 06:17:02,220.32,debit
2023-04-06 11:11:02,288.25,debit
2023-11-24 22:43:05,105.21,debit
2024-02-07 21:54:03,183.93,credit
2023-09-03 00:11:33,432.56,debit
2024-02-15 01:30:13,329.57,credit
2023-12-15 12:07:15,411.82,credit
2023-12-07 12:12:54,393.1,debit
2023-12-20 22:53:42,77.66,credit
2023-06-13 02:36:19,182.53,credit
2024-03-05 18:35:05,49.66,debit
2024-01-27 04:13:25,106.35,debit
2024-02-20 03:35:07,357.22,debit
2023-08-15 18:31:35,123.47,debit
2023-09-04 06:07:30,390.46,credit
2023-11-07 16:29:15,48.65,debit
2023-08-20 22:34:54,455.84,debit
2024-03-07 03:51:38,88.16,debit
2023-06-20 10:27:52,213.74,debit
2024-03-02 06:25:49,462.18,credit
2023-11-17 19:57:16,496.92,debit
2024-01-24 07:05:10,166.95,credit
2023-10-18 06:19:39,133.43,credit
2024-03-25 23:56:27,407.27,debit
2023-05-25 22:26:07,61.78,credit
2023-12-22 17:49:07,252.02,debit
2024-01-22 00:55:32,248.11,credit
2023-07-12 20:44:02,84.95,debit
2024-01-10 05:49:11,385.12,credit
2024-03-01 04:56:53,307.5,debit
2023-12-28 15:16:41,488.7,credit
2023-04-22 10:06:29,226.36,debit
2023-06-23 20:06:15,372.87,credit
2023-11-16 04:43:09,364.67,debit
2023-12-01 16:22:33,363.75,debit
2024-03-05 21:22:19,455.5,credit
2023-07-10 13:26:55,289.77,credit
2023-04-27 20:27:54,353.01,debit
2024-03-17 05:46:00,339.82,debit
2023-05-26 16:23:59,140.21,debit
2023-08-26 21:43:03,332.47,debit
2023-06-16 19:26:16,373.25,credit
2023-05-20 17:29:21,278.55,credit
2024-03-10 17:30:34,163.28,debit
2023-07-20 16:07:48,389.68,credit
2023-11-03 05:25:53,298.58,debit
2023-05-28 13:46:31,185.08,credit
2023-10-31 19:10:48,52.82,credit
2024-03-08 00:52:37,156.14,credit
2023-07-15 00:07:14,130.07,debit
2023-04-06 18:44:23,265.32,credit
2023-05-12 06:08:10,467.06,credit
2024-02-25 09:10:00,483.9,credit
2024-03-29 10:34:27,105.57,credit
2023-08-31 13:11:28,185.73,credit
2024-03-12 06:40:22,428.32,debit
2023-11-17 12:32:10,398.02,credit
2024-02-19 02:43:15,428.27,credit
2023-06-13 23:46:58,329.63,debit
2023-11-10 03:10:23,138.17,credit
2024-03-21 03:31:45,66.86,debit
2023-12-02 12:55:01,67.53,debit
2023-11-22 22:49:01,494.66,debit
2024-01-05 16:31:04,99.18,credit
2023-11-15 06:27:00,234.14,credit
2023-12-23 08:09:44,239.12,debit
2023-07-05 01:32:02,125.53,credit
2023-11-03 08:57:30,90.25,credit
2023-12-08 04:36:52,451.38,credit
2023-09-03 19:53:15,129.24,debit
2023-07-06 03:43:01,44.64,credit
2024-03-02 23:26:47,44.98,debit
2023-11-30 05:57:23,20.33,debit
2023-07-08 13:33:10,83.64,debit
2024-01-11 09:46:49,469.05,credit
2023-08-29 18:16:48,98.24,debit
2024-03-12 07:56:56,212.01,debit
2024-03-15 09:38:50,287.26,debit
2023-06-07 00:48:24,102.61,debit
2023-11-29 13:27:34,358.99,credit
2023-12-03 22:13:10,119.4,credit
2023-10-17 21:38:56,401.18,debit
2023-06-26 09:23:12,225.96,credit
2023-09-30 18:13:27,219.77,credit
2024-03-06 14:09:08,226.94,credit
2023-09-14 05:20:24,380.67,debit
2024-01-30 16:35:02,382.2,credit
2023-11-28 15:51:09,209.44,credit
2023-04-14 06:08:50,28.75,debit
2023-10-11 16:06:54,155.88,credit
2024-01-23 18:58:41,369.74,credit
2024-01-27 04:24:56,341.93,debit
2023-09-17 09:44:49,278.66,debit
2023-10-02 12:55:47,336.93,credit
2023-11-25 13:31:54,380.87,debit
2024-02-23 19:41:37,340.68,debit
2023-06-01 01:02:49,456.43,debit
2023-12-05 10:16:30,91.57,debit
2023-05-31 14:12:23,371.22,credit
2023-11-15 20:39:33,83.96,debit
2024-03-15 20:25:54,167.7,debit
2023-09-06 02:12:49,283.62,credit
2023-11-01 07:07:54,182.49,debit
2024-01-10 04:15:55,326.79,debit
2024-02-02 04:03:02,48.63,debit
2023-12-17 19:58:49,444.0,credit
2023-12-25 13:17:31,301.26,debit
2023-04-17 22:47:51,296.6,debit
2023-10-18 20:39:43,268.56,credit
2023-12-17 23:19:45,312.57,credit
2023-07-23 15:15:33,107.67,credit
2023-10-09 09:26:48,321.9,debit
2024-02-01 07:17:47,355.62,credit
2024-02-07 07:14:46,351.45,credit
2023-08-03 23:04:49,204.08,credit
2023-08-02 05:12:21,319.8,credit
2023-12-16 13:36:26,358.69,credit
2023-09-09 16:25:50,352.44,debit
2023-11-05 07:20:16,180.38,debit
2023-11-10 22:21:53,403.79,credit
2023-08-07 13:09:33,348.67,debit
2023-11-16 14:38:24,427.46,credit
2023-10-07 22:29:55,385.17,debit
2023-08-19 05:15:17,183.2,debit
2023-07-24 09:54:40,111.12,credit
2024-02-27 00:24:55,425.14,credit
2024-03-28 00:56:16,206.33,credit
2023-11-28 02:15:13,290.5,debit
2023-09-24 10:47:40,225.27,debit
2023-08-26 09:25:35,345.67,credit
2023-09-03 15:53:18,360.82,credit
2024-03-16 02:11:16,339.71,debit
2023-09-19 02:24:32,151.53,credit
2023-04-15 11:52:02,142.42,credit
2023-05-17 18:37:33,256.34,credit
2023-11-19 14:29:27,72.89,credit
2023-12-25 07:56:32,372.69,credit
2023-06-01 00:00:41,106.81,credit
2023-06-10 04:40:48,249.18,credit
2024-01-19 10:42:39,352.97,debit
2023-11-19 22:20:40,322.22,credit
2023-04-24 08:55:49,140.47,credit
2024-03-11 20:59:38,309.09,debit
2023-09-29 13:28:23,296.28,credit
2023-05-15 04:52:33,301.29,debit
2024-01-24 15:59:12,101.31,debit
2023-05-14 06:11:32,492.36,debit
2023-08-15 21:54:47,433.18,debit
2024-01-27 04:06:12,194.44,credit
2023-07-11 09:30:36,470.26,credit
2024-02-27 05:37:23,496.12,debit
2023-12-01 03:17:01,28.05,debit
2023-07-06 07:35:05,104.48,debit
2023-07-29 09:41:50,152.62,debit
2023-07-18 10:29:35,109.82,debit
2024-02-02 16:05:05,384.11,debit
2023-12-23 19:31:15,357.24,credit
2024-02-20 09:02:50,256.54,debit
2023-07-19 10:13:29,27.39,debit
2023-12-05 07:15:30,179.07,debit
2024-03-05 15:03:39,273.49,debit
2023-06-10 01:00:01,405.24,credit
2023-08-03 02:27:36,324.22,credit
2023-12-09 21:58:23,449.85,credit
2023-05-26 16:41:20,35.41,debit
2023-12-27 13:56:34,281.25,credit
2023-04-28 13:30:37,327.11,credit
2023-12-01 08:47:36,482.51,credit
2023-11-04 14:39:18,192.44,debit
2023-08-02 12:53:59,206.78,credit
2024-02-26 18:55:13,186.39,credit
2023-11-13 20:41:52,257.08,debit
2023-05-12 05:56:57,81.09,debit
2024-01-23 16:26:13,20.79,credit
2024-01-07 15:49:19,306.58,credit
2023-05-27 13:46:16,61.67,debit
2023-08-07 09:03:38,11.68,credit
2024-01-22 12:16:38,484.39,debit
2024-01-11 05:13:50,313.83,debit
2023-08-09 06:18:37,398.86,credit
2023-12-18 02:11:13,153.32,credit
2023-06-25 18:25:07,379.11,debit
2023-07-29 02:21:29,136.58,credit
2024-02-07 03:20:27,84.69,credit
2024-01-22 21:27:02,96.06,credit
2024-01-10 17:09:19,436.88,debit
2023-07-31 02:05:05,431.37,credit
2023-10-27 01:58:19,322.05,credit
2023-05-18 03:56:28,292.31,credit
2023-06-02 15:22:06,377.69,credit
2023-12-04 06:06:40,343.31,credit
2023-06-01 02:46:11,418.89,credit
2024-02-18 00:01:35,11.72,debit
2024-03-19 11:46:07,14.17,debit
2023-04-15 08:13:16,498.27,credit
2024-01-10 19:24:15,357.52,credit
2023-05-05 02:06:37,47.64,debit
2023-08-31 10:46:18,492.77,debit
2023-06-10 19:26:45,367.56,debit
2023-12-24 08:20:09,413.81,credit
2024-01-03 16:23:02,424.6,credit
2023-04-20 17:33:34,484.42,debit
